season,episode,scene,line_text,speaker,deleted
7,13,43,Whoo!,Kelly,False
5,25,14,That's good.,Michael,False
4,13,15,Okay. I'll go look for another one. [she leaves],Pam,False
9,16,21,"Oh, Andy, we had this exact same conversation when you wanted to get rid of Nellie. You can't just get rid of people over grudges.",Toby,False
4,11,23,"No, no, no. Not a wizard, a hobbit.",Dwight,False
3,13,32,Where is my FREAKING phone?!,Andy,False
4,10,42,"Your bill, minus the ten percent Dunder Mifflin corporate discount.",Dwight,False
5,1,74,Hello Phyllis.  Do you have a minute?  Listen.  I'm really sorry... about what I said before.  Ok?  I was way out of line.,Dwight,False
7,9,4,Sure.,Erin,False
6,23,19,You were supposed to be the Lookout.,Pam,False
9,22,30,"That means ye, Plop!",Dwight,False
2,2,39,I love my Mom. Okay. That's probably really the most obvious statement ever.,Pam,False
5,24,16,"Yeah, I think you're going to want to cool it with that 'cause it's starting to upset the other salesmen.",Jim,False
6,12,29,"Earlier today this office needed a Santa. And then it needed a second Santa. And then it needed a Jesus. And now, it needs a Michael. And that's one suit Phyllis cannot fit into.",Michael,False
3,5,6,So you excited?,Dwight,False
7,19,20,"Well, whatever. Whatever you think will work.",Michael,False
5,15,15,Hi.,Michael,False
9,17,9,"Why can't I just be nice? Truth is, I really like you guys. I really do. OK. The apology's just half of it. The big thing is making amends. And, that's why I brought these. I went out to the Steamtown Mall and I got you all cupcakes. From that place 'Nipples'.",Todd Packer,False
3,4,30,Where'd I find what?,Jim,False
3,22,62,"Pull over! Pull over! [Meredith uses a bush while all the other passengers look the other way, except Creed]",Meredith,False
9,6,22,Then screw lunch. Let's go for a sunset sail.,Erin,False
9,20,27,An Earl Grey tea for the lady.,Jim,False
3,13,11,Noooothin'. Ehrrrrrrrrr. Heh. Man. TGI-Wednesday. Am I right?,Andy,False
9,15,23,Say it.,Andy,False
6,2,8,[spying on David and Jim] They've been in there a while.,Creed,False
3,21,42,You have information about the sex predator?,Dwight,False
5,11,33,"Wow, what a day! Haha! I thought I was gong to get chewed out, but, hold on! Here's an attaboy for ya! What? Rollercoaster ride! Rollercoaster! It just goes to show, you leave Scranton, exciting things can happen. [sighs] Ahh!",Michael,False
5,19,26,Did Michael just let anybody in his office?,Charles,False
8,14,22,"Ok. Thank you Kevin, we'll let you know.",Dwight,False
8,15,6,Heeeere's Dwi- what the-? [sees trashed room] Oh man.,Dwight,False
9,22,32,"Delivered all my furniture to Philly. Hey, keep it down, though. Nobody knows I'm here.",Darryl,False
8,16,25,Impressive.,Nellie,False
6,17,4,Welcome back Tuna!,Andy,False
2,9,46,Hi!,Pam,True
7,10,28,We have missiles too.,Oscar,False
3,16,34,"Jim is on a path now. An eternal journey, and I wish him well. But I have a destiny in this realm. Specifically, in the kitchen.",Dwight,False
6,12,16,You promised me this. Don't make me get Bob involved!,Phyllis,False
7,23,29,"Oscar, can you print out last year's sale statements?",Dwight,False
6,21,31,Sure.,Michael,False
2,12,27,You're the best.,Dwight,False
6,8,2,Hungry?,Dwight,False
6,6,10,I have recently taken a lover.,Michael,False
6,12,25,Okay.,Pam,False
2,10,16,Yeah. I wanted this party to be really special so I sorta went above and beyond.,Michael,False
3,21,19,"My car, my rules.",Meredith,False
2,14,17,This is great.,Michael,False
8,22,25,Andy why don't we discuss this at a--,Robert,False
9,21,43,"All right, fine, just know that you made me do this. [starts touching Toby's thighs]",Andy,False
9,21,38,But I fought for this seat.,Clark,False
5,19,23,Typical American ignorance that got us involved in a war we never should have been in.  World War II.,Dwight,False
3,2,19,Hey hey!,Michael,False
9,19,45,He's fine. He gets carsick really easily.,Dwight,False
5,13,16,Are you okay?,Michael,False
3,22,46,I don't understand what you want from me.,Angela,False
5,7,24,You haven't had sex?,Oscar,False
7,10,21,"Well, I wish for a million wishes.",Kevin,False
8,17,19,"No, not a water. A sports drink. I hate everything in that fridge. Not red! Get me something yellow or green from a nearby store. Not red!",Ryan,False
6,15,21,"Great! That's great. Congratulations. Have fun signing my commission checks, boss.",Michael,False
3,22,30,What are you saying?,Dwight,False
7,13,6,"Listen, this isn't a favor, all right?  This is a good idea. We all win.",Jim,False
6,7,11,"Yes, it is.",Jim,False
8,6,34,That's what I'm sayin'.,Val,False
6,8,15,Let me get that door for you--  [runs to open door],Dwight,False
2,1,20,[clapping] Best Dundies ever.,Dwight,False
7,22,32,"Hey!  Kelly, that's the last time I'm gonna talk to you about your paycheck!  Okay?  We pay you a fair salary here, and if you're only here for the money, maybe you shouldn't be here at all.",Ryan,False
8,2,14,"Take a look at where you are, where you once worked in a dying industry, you now work at it's birth.  Those superstores are terrified of us.  Anybody know why?",Robert,False
6,3,3,You're trying to trick me.,Michael,False
2,20,26,"Jim it's okay. You can t... [Jim looks at Pam and shakes his head, Pam looks at him and gestures for Jim to go up and tell his story] This would be a good place to let it out, Jim. These are people you can trust. These are people who care about you. [Jim shakes his head no] It's okay, just we will not judge you. We are here to not judge you. [Jim stands up] Oh, he's doing it, okay. [Jim looks at Pam] It's okay. [Jim pretends to try, looking teary eyed, shakes his head no, mouths 'I can't' and sits back down. Pam is amazed.] Oh. Okay, are you sure? [Jim shakes his head. Kevin pats his shoulder] That looked like it was going to be good. Alright. [Pam nods in admiration at Jim] Okay, well.",Michael,False
5,13,2,"Fire not real.  This was merely a training exercise. [Oscar drops down from the ceiling] So, what have we learned? [Stanley falls to the floor]  Oh come on.  It's not real Stanley. Don't have a heart attack.",Dwight,False
2,9,48,"Pow! Pow! Pow! Pow!  No deal.  Not with Michael Scarn, FBI.  Michael Scarn doesn't make deals.  Michael Scarn shoots and then asks questions later. [blows on his fake gun]",Michael,True
2,14,15,[smelling the stink] Oh.  Wow.,Jim,False
5,16,20,Do you risk telling him how you feel?  Do you say something that you can barely admit to yourself?,Oscar,False
5,4,21,How's everyone doing? My door is always open if anyone wants to talk.,Holly,False
7,10,7,"There was a time when the only people who texted you were people you wanted to text you. Girls. And they'd all say the same thing. 'I'm coming over baby.' And I would text back 'BTB', bring that booty.",Darryl,False
9,6,29,Did you just call Ms. Mick a moron?,Nellie,False
3,19,11,What are you guys talkin' about?,Oscar,False
3,17,51,[whispering] I am not doing your dirty work for you.,Toby,False
9,19,18,Don't worry. I've scheduled a press conference for later today. We just need to face the camera together. A beloved public servant and his devoted wife. And move on.,Robert,False
8,9,28,"Can you call security, tell 'em to keep an eye out for him? Time to settle this.",Robert,False
3,19,28,Will I be too warm in a long sleeve T?,Ryan,False
4,1,36,"A woman shouldn't have to be hit by a car, to learn that she may have rabies. But that is where we are in America. And that does not sit right with me. And that is why I'm hosting a fun run race for the cure for rabies. To raise awareness of the fact that there is a cure for rabies. A disease that has largely been eradicated in the US. But not very many people know that.",Michael,False
7,9,38,"[opens door to Gabe's office] All right, good night, Gabe. Just wanted to say thanks again. [Gabe motions that he's on the phone] 'Cause I really think I made good use of my day, oh! Sorry.",Jim,False
4,2,46,"Ever since I was a kid people have been telling me I can't do things. 'You can't be on the team', 'You can't move on to second grade'. Well, now they're telling me that I can't win back clients using old fashioned business methods. [shakes head] We'll see about that. And FYI, I eventually aced second grade, and I was the biggest kid in class.",Michael,False
7,6,26,"Yeah, but wait, don't tell them that we said anything to you.",Kevin,False
3,17,26,Jan and I are lovers. It feels so good to finally say that out loud.,Michael,False
4,11,32,I am a bank teller.,Michael,False
5,6,47,[laughing louder] And he really nailed them on it. Somebody's finally holding them accountable!,Stanley,False
3,3,27,Did you get anything good?,Dwight,False
2,1,65,What does that even mean? What are you... What are you talking about?,Michael,True
9,21,42,Everyone! Changed my mind again.,Andy,False
2,9,26,And Dwight would be like-,Pam,False
7,10,11,"I think that's what they're doing to me. I can't prove it, but I wanted to see their faces when I said it. I learned nothing.",Erin,False
4,3,52,"No, no you're not going anywhere.  You're staying here until we figure this out.",Michael,False
8,11,15,Ow! He went home.,Gabe,False
6,23,20,Sorry about that.,Jim,False
5,17,32,Alright.,Jim,False
8,11,28,Tu Bishvat!,Kelly,False
9,21,50,Separate bathrooms.,Oscar,False
3,17,1,Can you confirm that the straps are tight?,Michael,False
7,15,35,Go on. Kiss each other already. [they kiss],Oscar,False
2,6,20,"In case you remember, I was defending my honor... like a samurai.",Dwight,False
2,3,12,"Home, sweet home.",Michael,False
1,6,44,Do you like Steve Miller?,Kevin,True
1,6,5,"Wait a second. I should have spotted another addict. Uh, gotta love the 'bucks.",Michael,False
1,4,37,He's in a box?,Pam,False
7,15,10,At least until Stanley calms down.,Andy,False
3,21,4,I was at a parent-teacher conference.,Toby,False
2,13,18,"There are several different ways to tell if a perp is lying. The liar will avoid direct eye contact. The liar will cover part of his or her face with his hands, especially the mouth.  The liar will perspire.  Unfortunately I spoke to Oscar on the phone so none of this is useful.",Dwight,False
9,7,22,What are you doing?,Dwight,False
6,23,11,Hey.,Michael,False
6,19,34,Vegetarian?,Dwight,False
9,12,50,"I am-- I am-- I am trying to make everything perfect here, okay? So that you can have everything that you want.",Pam,False
6,21,46,Oh.,Dwight,False
6,15,11,"[to Angela, who's having a hard time deciding on a chair] Just choosing seats, not getting married. Chop, chop little onion!",Jo,False
8,19,35,[panting] Well fought. I accept the outcome.,Dwight,False
4,3,6,Oh yeah.,Jim,False
8,4,42,Of course I am not interested in goats. Why would you spend so much time going over the goats with me?,Robert,False
4,6,19,"Follow me, come here.  Here's what we brought, we brought uniforms from the warehouse.  I brought silly string, Dwight brought gasoline and chunks of rubber to make stink bombs.",Michael,False
9,10,18,No! How? I'm so clean!,Pam,False
3,9,26,What is going on?,Karen,False
4,3,78,Mmhmm.,Pam,False
7,24,10,I did.,Darryl,False
2,2,27,Good. Good. And...,Dwight,False
3,8,48,Easy.,Michael,False
8,12,29,"When I put in the screening room, I bought three movies: Caligula, Last Tango in Paris, and Emmanuelle 2. Last two movies I actually watched in here Marley and Me and On Golden [bleep] Pond.",Robert,False
2,9,20,Really?,Jim,False
4,14,100,Deep fried Twinkies?  It's gross!,Angela,False
2,5,23,Oh. [fixes his dress],Oscar,False
5,2,6,I thought very strongly agree sounded stronger than totally agree.,Phyllis,False
7,10,20,Megan Fox! Come on!,Andy,False
3,10,7,Michael.,Carol,False
6,6,5,That's it.,Pam,False
5,1,68,Well you lost zero pounds. [everyone grumbles]  No change.  On the bright side you gained zero pounds.,Darryl,False
5,11,29,Where are you?,Dwight,False
7,15,33,B-9.,Andy,False
2,11,19,"So, okay.",Michael,False
7,2,11,Everything is going to be ok.,Jim,False
9,21,53,[starts sobbing] I love him.,Angela,False
2,1,70,You can't be in here!,Phyllis,True
9,20,46,I love you.,Jim,False
9,23,32,Is that a volunteer program or',Oscar,False
1,5,45,"I'm trying, yup.",Jim,True
7,2,33,Yes. Don't forget the pipe.,Angela,False
3,7,50,"Oh, man.",Dwight,False
4,14,28,"Oh, okay, it doesn't work like that.",Jim,False
7,4,31,"I'll let this slide, but I expect you to put this whole Erin thing behind you.",Gabe,False
2,13,40,"I know, I know, I know.",Michael,False
5,8,7,"Yeah, I guess technically Kev, you're right.",Jim,False
6,4,68,How long do you take to pee?,Oscar,False
2,16,55,Only if you tell me what you're writing.,Jim,True
9,19,33,Oscar is the one who opened my eyes to who I really am. For the first time',Robert,False
9,5,36,"It turns out, that Pam? Really, really hates 'Monster Mash.' I mean like, never bring that song up in front of her. Even though Jim was making great points, like, in favor of the song, Pam was like, No! Hate it! Stupid!",Kevin,False
6,4,21,Nice to meet you.,Michael,False
3,15,38,"Roy, I picked those flowers. Phyllis just stole all of my ideas for our wedding.",Pam,False
8,21,46,Can we turn this [bleep]-ing thing around? Thank you.,Ryan,False
2,5,14,That is not a very nice thing to say about him.,Michael,False
1,1,26,"Pam, information is power.",Dwight,False
5,16,3,"[approaching Reception] Michael Scott, manager.  Hi, how are ya?",Jim,False
5,10,12,"This is equal parts scotch, absinthe, rum, gin, vermouth, triple sec, and two packs of Splenda. Call it a one of everything.",Michael,False
4,4,13,"Hello, I'm looking for a room.",Pam,False
9,12,42,"I just remembered... I kissed that man. Oh, no. Oh, no.",Nellie,False
6,7,14,Here it is. [Andy is still singing] Suite 401.,Pam,False
1,3,13,No you're not.,Pam,False
4,2,53,I don't know. Sometimes people are just impossible and they make you miserable.,Dwight,False
4,2,20,A lot. Black guys mostly.,Kelly,False
5,3,5,Do you have the Sharpie?!,Dwight,False
9,23,38,"[Jakey resumes dancing] Uh, no. It's o'thank you. You know what? You don't have to'oh no, no, no. No, no, no. It's okay.",Angela,False
5,22,36,"Hey, guys.",Kelly,False
4,12,18,A formal warning... [chuckles],Jim,False
3,21,8,[exhales] I am sick over this thing. Those people out there are clearly afraid. And that can't happen. Not in my house.,Michael,False
7,22,22,"[on phone] Mom, Ryan's taking us out to dinner tonight.  No, no, he's not going to stand us up like he did last time.  He won't ever stand us up again.",Kelly,False
6,20,20,"[removes jacket, applies hand sanitizer] All right, this is gonna traumatize me a hell of a lot more than you, believe me.",Dwight,False
7,17,17,"[walking in] Hey cats, we got a jazz session in mod six, nine, and twelve. [Pam and Andy exit as Ryan and others holding saxophones walk in, Pam looks at the sign up sheet in awe]",Ryan,False
9,1,26,You can only fire Nellie for cause.,Toby,False
7,22,24,Wow.,Pam,False
8,16,16,No.,Ryan,False
9,10,27,I'm not gonna lie. Lye!,Dwight,False
3,4,34,"What do we know about this bird?  You might think, 'Not much.  It's just a bird.'  But we do know some things.  We know it was a local bird.  Maybe it's that same bird that surprised Oscar that one morning with a special present from above.",Pam,False
3,7,39,"Well, reasons are not important. Would you just call him, please? Wherever he is... and tell him.",Jan,False
6,18,29,Don't do it [lobs something at Michael],Dwight,False
5,20,32,Okay.,Michael,False
6,21,32,"Yeah, now you know how I feel sitting next to those M&M's all day.",Kevin,False
9,21,28,Our question is'it seems dumb.,Kevin,False
6,7,34,It's a killer new dance move. [re-enacts leaning back] Do you wanna talk in your office?,Jim,False
3,16,40,[hugs Michael] ... Thank you.,Pam,False
6,22,19,"You stay away from me, or I'm calling security.",Donna,False
3,18,1,"Pam, please call security!",Dwight,False
3,21,37,"Uh, yeah. Yep. Um... Could somebody grab me the lever, and I will...",Michael,False
5,9,19,"Hank, thank God you're here. The office is at a crossroads.",Michael,False
9,6,20,[running from elevator] I have to go to the bathroom!,Kevin,False
6,24,18,"She's telling me about all her amazing trip to Vietnam, I have nothing. I tell her our printers catch on fire, spontaneously!",Pam,False
9,17,11,"We Schrutes don't need some Harvard doctor to tell us who's alive and who's dead. But, there was an unlucky streak of burying some heavy sleepers. And, when grave robbers discovered some scratch marks on the inside of some of the coffins, we decided to make sure that our dead were completely dead. Out of kindness.",Dwight,False
9,16,45,"It was not an unpleasant way to spend an afternoon. [They shake hands. Then kiss] Dwight, Dwight.",Angela,False
2,21,38,Okay.,Michael,False
2,9,45,Oh no! Jan!?  What's goin' on?,Dwight,True
5,16,20,-- I don't think it is.,Michael,False
7,22,24,Yup.,Deangelo,False
9,14,29,It's all good. Are we all good?,Jim,False
8,12,18,Ow.,Erin,False
4,1,78,Okay.,Michael,False
6,16,22,"No, it's passing, it's fine.",Pam,False
2,14,32,All right.,Michael,False
8,10,55,"Ryan, for your holiday wish, you wanted ten sick days.",Andy,False
9,19,11,"Ouch. Sorry, Andy, that's-.",Phyllis,False
7,14,21,"You crushed our spirits, Gabe. Congrats. You're a big man, huh? Take a lot to destroy the creativity of a whole group of people. [notification tone] [laughter]",Darryl,False
8,6,34,Are you asking me on a date?,Val,False
7,4,36,Fence with a hole in it..,Dwight,False
6,16,25,"Okay, Michael!  Focus!",Jim,False
1,6,47,"Yes, I love both of those so much. A lot of 'em.",Michael,True
8,2,19,This is what's under the blanket.,Andy,False
9,23,107,Do you even have a mattress?,Angela,False
4,9,14,"I have never, ever dated, or wanted to do anything resembling dating Michael, ever. Not ever, not now, not then, not now, not ever, ever.",Pam,False
7,2,17,"Ok, I can't count the hour if you don't talk.",Toby,False
2,22,49,Fabulous time. I drove two and a half hours to get here.,Jan,False
7,15,12,"I don't know, guys. I, for one, enjoy watching them, because...",Kevin,False
7,24,43,"Great! [to Jim and Toby] Um, can we just... [does a 'wrap it up' motion with his pen]",Gabe,False
5,13,16,"Where are they?  You know what? If we come across somebody with no arms or legs do we bother resuscitating them? I mean, what kind of quality of life do we have there?",Michael,False
7,8,26,Really? Oh... Then here we are.,Dwight,False
2,10,60,Yeah.,Meredith,False
8,17,5,"Schrute's out to get me. But I'm playing the long game. As soon as he messes up, I swoop in like a sexual predator.",Todd Packer,False
7,1,18,"Okay, rude. Luke, I want you to go to the supermarket for me.",Michael,False
6,18,2,"Sorry, Michael, I got calls to make.",Dwight,False
5,2,8,Oh you had said that you don't do anything personal during work time so... I'm just making sure.,Jim,False
4,11,1,You've got a ton of dandruff.,Dwight,False
5,10,38,That's a halwa shabkia cookie.  They serve it during Ramadan. [Angela spits her cookie out],Phyllis,False
7,11,4,Yea?,Andy,False
5,23,20,"Okay, so I'll be back in, um-- back in a bit.",Jim,False
8,7,8,"Again, never agreed upon.",Darryl,False
2,11,46,"That is a great way to kill this party. Not on my watch. Let's, uh,... Let's rock. Let's rock some stuff here, okay? [playing badly] Okay... I'm hearing a little too much reverb. [feedback echoing] Can we down the reverb? All right. Follow my lead. [playing Smoke on the Water] Does you guys know that? Take the bass. Take the drums. What?",Michael,True
1,4,40,Right. Got it. Yes. So it does. Um...,Michael,False
6,16,62,I want to continue working on our friendship.,Erin,False
7,17,12,Sorry Andy.,Pam,False
9,4,14,Whoa!,Andy,False
4,5,5,Stanley is hilarious. Phyllis is like our Mrs. Butterworth. Kind of a less urban Aunt Jemima.,Michael,False
8,3,32,And?,Darryl,False
4,1,76,That's despicable.,Phyllis,False
2,18,25,[sighing] Why don't you just leave? Okay?,Michael,False
4,7,53,"Stop! No, no Michael! Nooo! Nooo! [runs up to Michael and knocks him over] Nooo! Arghh. Get, get them out. [picks out mushrooms from Michael's mouth]",Dwight,False
9,22,63,That's very true. Get the hell outta here.,Dwight,False
6,23,15,How does he feel about it?,Andy,False
7,17,10,And I don't have anything for you. But I do wanna talk to you about something. We have been thinking about where Packer should sit... And we can't just sit around and wait for Creed to die.,Michael,False
6,12,3,Like the spirit of Christmas!,Dwight,False
9,4,19,It's not my responsibility to solve your marriage problems by spending my money on gas.,Dwight,False
3,14,42,Really?  Looks like I hired the right guy.  I'm glad.  Any real potential there Beesley?,Jim,False
8,7,14,What about before? Was I attractive before?,Pam,False
9,3,21,Foth aggendi!,Erin,False
9,23,32,No. It's a job. Things are going great.,Andy,False
2,2,43,Oooh!,Michael,False
8,4,48,Nice touch.,Pam,False
8,13,31,You said that Robert was not fulfilling you-,Dwight,False
9,21,14,Okay. The annex it is. I'll be sitting at your desk if that's okay with you.,Jim,False
7,5,10,What? He never called you? I thought you said it just fizzled.,Jim,False
8,1,20,"Well, I woke up. And I hit the snooze-",Erin,False
2,1,33,[in a stereotypical oriental accent] Herro everybodeeee. I'm gonna cwall Jan Revinson-Gould.,Michael,False
3,15,18,No way.,Dwight,False
6,22,16,I know.,Michael,False
8,15,35,I miss her too.,Andy,False
3,21,42,Ugh. I'm hanging up.,Dwight,False
8,16,30,What's in it for GSL?,Gabe,False
8,12,8,Jessica! I love you! That's a message from my mom.,Andy,False
2,2,13,Um... literally two seconds?,Michael,False
6,22,21,Maybe you'd be more comfortable in your own office.,Erin,False
8,14,16,"May I have your attention please? Could Kathy, Darryl, Phyllis, Kevin and Kelly please join me in the conference room immediately?",Dwight,False
2,20,40,[growling] Nice.,Jim,True
3,17,59,"[at the table] Oh, not again.  Melissa!",Stanley,False
7,23,31,"Well, you do know that Jo was right to take the job away from you, right? There's no debating that. But, I will say... in your one week, every single one of the orders went out on time. And I think that is shagadelic, baby. [Dwight sees Creed claiming the desk in the manager's office]",Jim,False
3,23,55,Mm-hmm.,Pam,False
4,2,27,Best decision I ever made.,Jan,False
1,6,23,"Thank you, Michael. I appreciate this so much.",Dwight,False
3,10,10,"I got us tickets to Sandals, Jamaica, We leave day after tomorrow. [Carol shakes head in disappointment]. You better find the skimpiest bikini there is.",Michael,False
7,17,28,I'm sorry about your friend.,Holly,False
2,3,28,"The ceilings are lower than they were last week. That, I don't... I don't...",Michael,False
7,9,22,"[waiting for Dwight at their meeting place, slams the door shut]",Angela,False
4,6,19,Do you really wanna know?,Michael,False
8,11,9,Stop right there. I love it.,Jim,False
4,11,1,"OK, let me be.",Michael,False
7,12,29,"Okay, that's it.",Pam,False
2,2,18,Boys R Us!,Roy,False
4,14,62,Not bad.,Holly,False
1,1,39,Hey.,Jim,False
2,7,25,Thank you for noticing.  Now keep me company for one more mission. [Pam gets up to talk to Roy],Dwight,False
7,14,6,Ok. Bye.,Jim,False
8,9,25,Why would you say that?,Andy,False
3,21,25,It's a pretty common one.,Karen,False
3,12,41,"I know that you went to corporate this morning, and I know that you lied about it. And given our history, I need you tell me this instant exactly what you were doing.",Michael,False
8,6,27,Nope.,Jim,False
8,3,8,Are they on their way over?,Andy,False
4,3,4,"Like, something that you have to look for.  Sort of a 'Where's Waldo.' [screensaver box hits the corner of the screen]",Michael,False
3,9,6,I wonder what he did.,Kevin,False
1,3,23,"Uh, all right. Well, once you get down into the mine, what... you got laser tag or something?",Michael,False
5,13,26,It is a big deal. You almost killed Stanley.,Phyllis,False
9,14,30,"Silence. You'll now be working in the warehouse with the untouchables. Now, go make your hands rough with work.",Dwight,False
8,8,19,"If your woman is like mine, I bet you come home to hear the same thing all the time. This paper is so hard. It scratches. Why can't there be a paper just for me? Well now there is. 'Papyr.' Paper for women. It's pink, scented and silky soft. Now, you can watch the game and she can write a letter to her sister.",Stanley,False
6,1,23,Yep.,Jim,False
6,15,39,"[Erin leaves room] Excuse me? Everyone? Please check your emails, I just sent you the following message: 'Coworkers, you may have received a Valentine from me. Please understand this does not mean that I like you in any way.'",Andy,False
8,2,13,"Andy, you don't want that.",Erin,False
7,14,18,"Hey, you were in there forever.",Erin,False
3,18,38,Where?,Toby,False
3,18,44,"Hi, Jan.",Toby,False
7,9,23,Dwight?,Angela,False
8,21,4,"Oh, the plants are gonna love this.",Phyllis,False
5,26,16,"Bro-migo, you think you could put Erin on my row?",Andy,False
3,1,30,"OK.  Who put my calculator in Jello?  Good one.  But uh, seriously, guys who did this?  Seriously guys, who did this?  I need to know who put my calculator in Jello, or I'm gonna lose MY FRICKIN' MIND!",Andy,False
5,10,45,"Meredith, we are doing this for your own good.  Okay. Come on--",Michael,False
3,22,41,"[growly noises, Jim looks terrified]",Stanley,False
7,11,60,Good trip down?,Michael,False
9,21,37,"Wow. Cause, uh [gestures to him and Erin and then to Pam and Jim with sound effects]",Pete,False
5,10,20,"[Meredith's hair is on fire] Oh, oh, oh, oh!",Jim,False
6,8,37,Hey.,Ryan,False
5,16,19,"Nobody asked, Bob!",Jim,False
9,15,23,"You know what? You know what, uh, Nard dog? There is an option in the contract that allows me to back out within 30 days of signing. So, I would like to exercise that option.",Jan,False
8,20,14,[walks in] Oh.,Nellie,False
5,19,22,"Here's the thing.  What I wish for you is that you land a job at a company that A, exists, and B, has a salary.  Because they're set up to do that kind of thing.",Jim,False
3,11,48,But I won't be able to do inventory without it.,Phyllis,False
2,3,56,Are we gonna do it?,Michael,True
5,5,49,We want the same things.,Michael,False
2,5,47,"Okay, great. Fine. Well, then, if anyone is annoyed later at what goes down, you know who to blame. Stanley. Not the guy who was trying to be creative. [turns around to find Toby standing behind him]",Michael,True
4,1,19,No.,Michael,False
6,9,31,"I'm a little worried I might have asked out Naughty Nellie and not Erin.  Which would be a whole lot less appealing, because Naughty Nellie says yes to everyone.  And she might be a murderer.",Andy,False
2,6,30,"Well, [points at himself] busier. Making the time.",Michael,False
6,24,25,"No. Okay, not all the computers, just our computers.",Michael,False
3,21,4,What is so funny?,Angela,False
3,22,34,Like umm...[looks at watch] ten minutes?,Michael,False
5,14,4,"Yeah, oh don't say bucks, it's not lady like. Here we go! [gets in backseat] Okay so what we do is drive all day and we stay in hotels together at night.",Michael,False
6,17,17,Oh honey you didn't buy a ticket?,Jo,False
6,2,2,It's okay with me but he's gonna want me in there.,Michael,False
4,10,22,Why don't you sit down? Michael... come on. [gets up and leads Michael to sit in his chair] Here we go. Yeah.,Dwight,False
2,17,6,That's what she said!,Michael,False
8,1,29,"Mmum, still wrong.",Jim,False
3,3,26,Yes.  It's a new dentist.  He's far.  I might be gone... three hours.,Dwight,False
6,12,15,I didn't know. Nobody's ever let me sit on their lap before.,Kevin,False
7,11,79,"No, it's, it's okay. Okay.",Jim,False
2,12,7,Sorry.,Dwight,False
2,21,12,"Okay... well, brainstorm. Own the solution.",Michael,False
3,19,28,Un-shun.  Never.  Re-shun.  I think he wants you all to come out to the parking lot and watch him die!,Dwight,False
3,15,12,Thank you. Don't linger. Break left. Left!,Angela,False
6,12,45,Thank you Santa. Happy Holidays.,Michael,False
6,5,26,What is wrong with you? I am talking about convincing Michael that the guy's not mafia!,Dwight,False
7,24,30,"Then I saw flashes. Reporters were there. They always find us. And everyone was crying, even his aide. [camera pans and shows Oscar in disbelief]",Angela,False
7,11,15,Have we heard of it?,Andy,False
8,13,20,What?,Stanley,False
8,2,13,Sorry.,Erin,False
5,14,8,Is that why your wearing makeup today?,Michael,False
6,4,8,Dwight...,Michael,False
9,23,54,"Uh, no one recognizes me. But not all my friends call me Plop. So' thanks PBS.",Pete,False
2,6,1,"Ok, thank you, gotta get back to work.",Jim,False
3,3,37,See what I mean?,Andy,False
8,12,45,"[Toby and Oscar swig from wine bottles] Oh, Mineral-ey.",Oscar,False
3,9,19,"Oh, it's okay. I've got tons of them. You like that? Goo-goo-goo-goo?",Creed,False
4,2,47,"Michael, wait. Let me go.",Dwight,False
6,17,44,"Okay. Okay, all right. Best night ever. [Meredith joins behind Packer] What the hell is going on back there?",Michael,False
7,6,17,It's really good. It's a classic. I think you might win the whole thing with that.,Ryan,False
3,22,64,Set!,Michael,False
8,2,8,[To Oscar] Your friend Neil Patrick Harris really made me laugh the other night.,Dwight,False
3,19,55,Hey!,Pam,False
5,18,29,"Ok. Then I don't get it. It doesn't make any sense to me. Because I thought in the new system I was supposed to talk to Charles, and then Charles was supposed to talk to you, and that would dilute any need for me to ever talk to you again.",Michael,False
3,5,45,It's like mommy and daddy are fighting. Except mommy outranks daddy and mommy is way scarier.,Pam,False
9,2,39,That was a good one.,Darryl,False
2,15,20,Okay. Let's go. Step up.,Dwight,False
8,7,1,Ohohohoh.,Erin,False
8,6,10,I would like that.,Andy,False
6,23,28,Sorry. I got some stomach cramps.,Michael,False
4,11,9,Ok thanks Michael.,Ryan,False
5,7,24,If you don't mind me asking---,Oscar,False
6,16,30,Dunder-Mifflin.  It's okay.  [he throws the keys into bushes across the street]  I just did.,Michael,False
4,3,25,I won.,Pam,False
7,23,17,And the desk.,Jim,False
9,9,29,Ooh.,Jim,False
8,13,20,"Dwight, cut it out. I'm not firing Jim.",Andy,False
7,18,29,Ok you know what? I am never ever playing board games with you two again.,Kevin,False
7,17,26,"Where'd you even find this thing, like, in the corner in the warehouse?",Andy,False
5,2,17,"No, I understand.",Holly,False
4,12,38,"A formal warning, seriously?",Jim,False
2,1,37,"Somebody, who I think a lot of us, cannot keep, from checking out. The 'Hottest in the Office' award goes to... ...Ryan the temp!",Michael,False
1,2,7,"I'm sorry. It's an orientation. It's not a race. Plus a lot of other races are intolerant of gays, so...paradox.",Dwight,False
3,23,34,Let's get back together. [Jan smiles and laughs],Michael,False
3,12,48,"Dwight, from sales, was one of the most honorable and efficient employees this company has ever had.",Angela,False
7,18,25,No she's going to love it so I think you can keep the proposal simple. You know like when Jim proposed. He just he got down on one knee and he told me that he loved me and he asked me to marry him and it was perfect.,Pam,False
4,5,5,Hoo hoo hoo-hoo!,Andy,False
4,11,30,"Yeah, Pam! Hit me up! Go long. Woo! [Pam throws football, hits Meredith's face]",Andy,False
2,15,41,I'm divorced.,Jan,False
